origin,pointers,origin_length,game_order,text_original,text_trans_dialogwidth,text_trans_bookwidth,text_trans_printwidth,notes_alts,,,,,,,,,,,,,,,,,,,,,,
0x0E010B78,0x0E010DF0,48,257,ほら、{baku}。{nl}あれよ。あのボールを{nl}取ってくるの。{np},"Look, {doggie}, there!
That's the ball! Can you
bring me the ball?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E010BA8,0x0E010E18,35,258,そう、そのボールを{nl}持ってくるの。{np},"Yes, that ball, go get it!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E010BCC,0x0E010EC4,33,259,う〜ん、{baku}。{nl}わかんないかなぁ。{np},"Hmmmm, {doggie}. You 
don't get it yet...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00EFBC,0x0E00F57C,35,260,ほら、{baku}。{nl}あれよ。あのボールよ。{np},"Look, {doggie}.
Look at that.
That's the ball!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00EFE0,0x0E00F5B0,14,261,…………！！{np},........!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00EFF0,0x0E00F7BC,29,262,ほら、{baku}、{nl}{momo}に渡すんだよ。{np},"Look, {doggie}, you're going
to give it to {momomo}.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00F010,0x0E00F7D8,42,263,{baku}、そのボール{nl}あたしにちょうだい。{nl}{baku}！{np},"{doggie}, get the ball
for me! {doggie}!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00F03C,0x0E00F9E0,40,264,{baku}！{nl}持ってきて。{nl}こっちに持ってきて！{np},"{doggie}! Now bring it.
Bring it here!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00F064,0x0E00FBDC,10,265,{baku}………{np},{doggie}......{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00F070,0x0E00FBE8,39,266,やったー！{baku}が{nl}とってこいできたー！！{np},"YOU DID IT! You fetched,
{doggie}!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00F098,0x0E00FC1C,44,267,{baku}、{nl}エライ、エライ！{nl}{baku}はおりこうさんね。{np},"Amazing, {doggie}, amazing!
You're Mister Good Boy,
{doggie}!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00F0C4,0x0E00FC20,13,268,"パパ、ママ,{np}",Papa! Mama!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00F0D4,0x0E00FC24,48,269,{baku}、{nl}やっと、とってこい{nl}できるようになったよ。{np},"{doggie} learned ""fetch""!
He really did it!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00F104,0x0E00FDA8,27,270,うん、良かったわねぇ{nl}{momo}。{np},"You did great, sweetheart!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E00F120,0x0E00FDB8,38,271,{momo}の心が{nl}{baku}に通じたんじゃ{nl}ないかな。{np},"Looks like you learned
how to connect to {doggie}
with your heart...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E010F6C,0x0E0110FC,41,272,子犬は、ねかせてあげるのも{nl}大事なのよ？{np},"Let's also remember how
important bedtime is for a
puppy!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E010F98,0x0E011108,39,273,病気になっちゃったら{nl}タイヘンでしょ？{np},"We want him to stay happy
and healthy, don't we?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E010FC0,0x0E01110C,33,274,もう、{nl}ねかせてあげましょうね。{np},"So let's put {doggie} to bed
for now.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E010FE4,0x0E01111C,10,275,はーい…{np},Okay...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E010FF0,0x0E011120,43,276,あしたから、ボールあそびが{nl}できるぞ、{momo}。{np},"You have all of tomorrow to
play ball with {doggie}!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01101C,0x0E011124,27,277,そうだね！{nl}おやすみ、{baku}。{np},"You're right!{np}
Night night, {doggie}!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0112C0,0x0E01154C,28,278,さあ、今日は日曜日だから、{np},"It's Sunday,{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0112DC,0x0E011558,54,279,公園にでも行って、{nl}{baku}とボールあそびを{nl}やるといいぞ！{np},"so why don't you and
{doggie} go to the park and
play ball?{np}",,,"Game order has the next bit out of place, search for CH2",,,,,,,,,,,,,,,,,,,,,,
0x0E011314,0x0E011564,26,584,うん！　いこう！{np}{nl}{baku}！！{np},"Yeah! Let's go!
{doggie}!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E011330,0x0E01158C,20,585,いってきまーーす！{np},Byebyeeeeee!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E011344,0x0E011594,26,586,はい、いってらっしゃい。{np},"Have fun, sweetie!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CHAPTER 2,,,,,,,,,,,,,,,,,,,,,,
0x0E011B94,0x0E011E8C,35,587,いい、{baku}。{nl}これをとってくるのよ。{np},"Ok, {doggie}, you're gonna
fetch the ball, all right?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E011BD4,0x0E011EB4,11,588,行くよ。{np}{nl},Here goes!{np}{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E011BE0,0x0E011EB8,33,589,　{opt}かるく投げる{nl}　{opt}つよく投げる{nl},"{opt}Gentle toss
{opt}Throw hard{nl}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E011C04,0x0E0120D8,9,590,それっ！,There!,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E011C10,0x0E012240,67,591,{baku}、えらいえらい。{np}{nl}きちんと、とってこいが{nl}できるようになったね。{np},"Good boy, {doggie}!{np}
I think you really got the
hang of this!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E011BB8,0x0E011EB0,27,592,じゃあ、もう１回行くよ。{np}{nl},"Alright, ready to go again?{np}{nl}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E011C54,0x0E0125B0,66,599,{baku}、すッごーい！{nl}教えてもないのに、どうして{nl}そんなことできるの？{np},"WHOA! {doggie}!!!
Where did you learn how to
do that?!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0125EC,0x0E0128F8,50,602,よーし。次はちょっと{nl}むずかしいの、やるからね！{np}{nl},"Okay now! Next one is going
long, you got this!{np}{nl}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012620,0x0E012918,29,603,いい、行くよ、{baku}！{np}{nl}それっ！,"Here, we,{np}
GO!",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012640,0x0E012B68,16,604,{baku}ー、あった？{np},"{doggie}, did you get it?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012650,0x0E012D00,14,605,………。{baku}ー{np},......{doggie}?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012660,0x0E012D24,38,606,{baku}、{baku}！{nl}おいで！{nl}もどっておいで〜！{np},"{doggie}! {doggie}, come!
Come baaack!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012688,0x0E012D2C,56,607,{baku}ー。{nl}{baku}の名前よんでたら、{nl}おなかすいてきちゃった……{np},"{doggie}!
(All this yelling is
making me hungry...){np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0126C0,0x0E012D30,37,608,{baku}……、{nl}どうしちゃったんだろう……{np},"{doggie}...
What happened...?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012D40,0x0E013310,6,609,{baku}！{np},{doggie}!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012D48,0x0E013320,41,610,何してたのよぉ。{nl}心配してたんだからぁ。{np},"Where were youuuu??
You had me worrieeeed!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012D74,0x0E013324,56,611,それ、な〜に？{nl}もう、ボール以外の物を{nl}拾ってきて……　{np},"Oh, you picked up something
besides the ball...?
What is that??{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012DAC,0x0E013330,35,612,あれ……。{nl}この人形、どこかで……{np},"Wait a sec....
This doll, I...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012DD0,0x0E013504,64,612.1,そうだ……。{nl}ずっと前、ここに引っこし{nl}てくる時になくなった……{np},"Was it... long ago,
before we moved here...?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012E10,0x0E01350C,16,613,えと、う〜ん。{np},Hrmmmm.......{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012E20,0x0E013518,49,614,大切にしてたのに、何で{nl}思い出せないのかなぁ……{np},"I feel like it's important
somehow, so why can't I
seem to remember...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012E54,0x0E01351C,16,615,ジュディ……。{nl},Judy...?{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012E64,0x0E013524,29,616,{np}そうだ、これ、ジュディだ！{np},"{np}That's it!
This is Judy!{np}",,,Seems like the NP should be on the last line but leaving it as is,,,,,,,,,,,,,,,,,,,,,,
0x0E012E84,0x0E013694,39,618,思い出してくれたのねッ、{nl}{momo}ちゃん！　{np},"{momomo}!
You remember me!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012EAC,0x0E0136A8,24,619,え？　え？　エェーッ？{np},Wh- wh--- WHAT?!?!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E012EC4,0x0E0136D8,44,620,{momo}ちゃん！{nl}大変なのッ！！{nl}大変なんだから！{np},"{momomo}!
You've gotta listen!
We're in huge trouble!!{np}",,,"You've got to listen to me!
It's about {momomo}land!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E012EF0,0x0E0136E0,27,621,早く早く、{nl}{momo}ランドに……{np},"Quickly, we've got to
get back to {momomo}land!{np}",,,"It's in grave danger!
There's no time to explain,
we have to go back!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E0136E4,0x0E013CB8,33,622,あーあー、ゴホン！{nl}もしもし…　{np},"Ahhhhh-hem-HEM! Ahem!
Greetings...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E013708,0x0E013CD0,45,623,なな、なんで！？{nl}目覚まし時計が動いてるッ！{np},"Wh- what the!!!?
A talking alarm clock??!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E013738,0x0E013CD4,52,624,うるさいなァ。とにかく、{nl}{momo}ランドが大変なの{nl}よッ！{np},"Beat it, Clock!
Like I was saying,
{momomo}land is in danger!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01376C,0x0E013CD8,48,625,だから、{momo}ちゃん{nl}いっしょに来て、{nl}{momo}ランドに！{np},"So please, {momomo}, you've
got to come with us, 
back to {momomo}land!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01379C,0x0E013EB4,33,626,え？　ええーっ？{nl}どうゆうこと？{np},"Huh? Wait....
What are you saying?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0137C0,0x0E013EC8,26,627,あたし、わかんないよぉ！{np},I don't understand!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0137DC,0x0E013EE0,18,628,オホンオホンッ！{np},Ahem... A-HEM!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0137F0,0x0E013EF0,41,629,{momo}ランドの住人が、{nl}いかんよ、ジュディ。{np},"This place is forbidden for
a citizen of {momomo}land
such as yourself, Judy!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01381C,0x0E013EF8,82,630,時間のとびらの管理人である{nl}ワシのゆるしもなく、勝手に{nl}げんじつの世界にくるとは。{np},"And I, the Guardian of the
Door of Time, cannot abide
your unlawful excursion{np}{clr}into the World of Reality!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E013870,0x0E013EFC,26,631,さあ、もどったもどった！{np},"Now, now, let's get you back
where you belong.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01388C,0x0E0140DC,72,632,もう、タイヘンなんだから{nl}しょうがないでしょ！！{nl}うるさいオジサンね！！{np},"Stuff it, grandpa!
Can't you see this is an
emergency?!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0138D4,0x0E0140EC,10,633,オジ……{np},Grand-...?!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0138E0,0x0E0140FC,31,634,ゴホン！{nl}ワシはクロックじゃ。{np},"Oh!! A, ahem!
You may call me Mr. Clock.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E013900,0x0E014100,58,635,さっきも言った通り、{nl}{momo}ランドと{nl}げんじつの世界とをつなぐ{np},"As I have previously stated,
I am the Guardian of the
Door of Time,{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01393C,0x0E014104,33,636,時間のとびらの管理人で{nl}あるぞ。{np},"which connects
{momomo}land with your
World of Reality.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E013960,0x0E0142D0,54,637,ところで{momo}ちゃん、{nl}そろそろジュクに行く時間で{nl}ある。{np},"But you must forgive us,
{momomo}, the Passage is
opening shortly!{np}",,,"* I think maybe the second of this reading of JUKU is proper here
https://takoboto.jp/?w=1337800
Denoting ""the time is ripe"" but also the dual meaning of ""maturing"" — as you do when leaving momoland
COULD simplify this to just be the door is closing
Previously we explicitly called this a passageway not the door, maybe a ""window"" requires no further explanation
Ideally we can find a word that has dual meanings in the same way. ""Graduating"" is the best I have right now but is a stretch to apply to a door closing",,,,,,,,,,,,,,,,,,,,,,
0x0E013998,0x0E0142E8,39,638,もう！じゅくなんてどうでも{nl}いいのッ！{np},"Enough about the
stupid Passage! As if that
even matters right now!?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0139C0,0x0E0142F0,43,639,お願い{momo}ちゃん{nl}時間がナイの。これを見て！{np},"Please, {momomo}! There's no
time. Just look!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0139EC,0x0E014318,26,640,これ……ダレのアルバム？{np},...Whose photos are these?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E013A08,0x0E014320,20,641,……………………。{np},......??{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E013A1C,0x0E014328,25,642,これ、あたしのアルバム！,"Wait, that's me!",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E013A38,0x0E01432C,2,643,{np},{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E013A3C,0x0E014330,22,644,なんで！　どうして？{np},"But... 
wait, why do you have...?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E013A54,0x0E0143A4,45,645,ええッ？　写真が……{nl}写真が、消えちゃう！！{np},"Huh?! The photo, it-
it vanished!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0143CC,0x0E0149D0,41,646,{momo}ランドが今、{nl}大変なことになってるの！{np},"{momomo}land is in grave
danger, right now!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0143F8,0x0E0149DC,56,647,このままだと、{nl}{momo}ちゃんの思い出は{nl}みんな消えちゃうよ！{np},"If we don't do something,
every last one of {momomo}'s
memories will disappear!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014430,0x0E0149E0,72,648,もう少しおそかったら、{nl}ジュディのことも思い出せ{nl}なくなってたんだから！{np},"Just one minute later, and
you wouldn't have even
remembered me!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014478,0x0E0149F0,56,649,ジュディ、{nl}時間のとびらはもうすぐ{nl}しまる時間であるぞ！{np},"Judy, the Door of Time will
be closing imminently!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0144B0,0x0E0149F4,22,650,さあ、もどるである！{np},Come now! Let us return!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0144C8,0x0E0149F8,48,651,お願い{momo}ちゃん！{nl}ジュディのこと{nl}わすれないで！{np},"Please, {momomo}! Don't
forget about Judy....{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0144F8,0x0E0149FC,39,652,あたしたち、{nl}いつまでも友達でしょう？{np},"You and me... we're friends
forever, right?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014520,0x0E014A08,33,653,も、もちろん友達よ、{nl}ジュディ！{np},"Of- of course we're
friends, Judy!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014544,0x0E014A0C,35,654,でも、{momo}ランドって{nl}ドコにあるの？{np},"But... where even IS
{momomo}land?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014568,0x0E014A10,51,655,あたし、これからジュクに{nl}行かなきゃならないし…　{np},"I have to go to this
Passage thing...?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01459C,0x0E014A24,60,656,時間がないんじゃぞ、{nl}ジュディ。{nl}あと２０びょう……１９……{np},"There's no time, Judy!
20 seconds remain...
19...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0145D8,0x0E014BF0,68,657,宿題もまだやってないよ！{nl}夕ご飯におくれるとパパに{nl}しかられるし……{np},"I- I still haven't done my
homework! And if I'm late to
dinner, Papa'll scold me...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E01461C,0x0E014BF4,22,658,１５……１４……１３{np},15... 14... 13...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014634,0x0E014BF8,20,659,えと……ほ、ほら、{np},"Um... and... I mean,{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014648,0x0E014C00,56,660,{momo}ランドに行くに{nl}しても、色々じゅんびが{nl}あるじゃない。{np},"Even if I do go to
{momomo}land, don't we need
to prepare?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014680,0x0E014C04,47,661,持ってゆく物とか、{nl}用意しなきゃならないし……{np},"Like, don't we need to
bring anything, or pack,
or...?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0146B0,0x0E014C08,45,662,……１０……ジュディ、{nl}時間がナイんじゃぞ！{np},"10... 
Judy, there's NO TIME!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0146E0,0x0E014C0C,53,663,……８……もどれなくなっ{nl}てもいいのか！？……７……{np},"8... 7...
We'll be stuck here forever,
is that what you want?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014718,0x0E014C10,31,664,{momo}ちゃん、{nl}そういうワケなの！{np},"{momomo}, you heard him!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014738,0x0E014C20,16,665,さあ、行こう！{np},So let's go!!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014748,0x0E014C24,39,666,くわしくはアッチで{nl}説明するからね！　{np},"I promise, we'll explain
everything when we
get there!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014770,0x0E014C38,20,667,ええ〜ッ！そんな、{np},Huh?? But...!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014784,0x0E014E48,14,668,ジュディ！！{np},Judy!!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E014794,0x0E014E60,18,669,クロックさん！！{np},Mr. Clock?!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0147A8,0x0E01504C,11,670,あっ……{np}{nl},Ah!!!{np}{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0147B4,0x0E015058,6,671,{baku}。{np},{doggie}...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0147BC,0x0E015060,33,672,もう、{nl}ちょっと待ってよぉ〜ッ！{np},"Fine! Just wait up,
already!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CHAPTER 3,,,,,,,,,,,,,,,,,,,,,,
0x0E015C60,0x0E016454,14,673,{fast}………ちゃん,{fast}......{momomo}......,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015C70,0x0E016474,7,674,………,......,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015C78,0x0E01647C,12,675,{momo}ちゃん。{nl},{momomo}!{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015C84,0x0E016480,11,676,{momo}ちゃん！,{momomo}!,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015C90,0x0E016490,19,677,ママ？{np}今、何時？{np},"Mama?
Unnngg.... What time is it?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015CA4,0x0E0164AC,16,1077,キャ！　{baku}……{nl},Ahh! {doggie}...{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015CB4,0x0E0164B0,14,1078,ここはドコ？{np},Where are we?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015CC4,0x0E0164BC,16,1079,ここは{momo}ランド{nl},"{momomo}, this is{nl}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015CD4,0x0E0164C0,20,1080,であるぞ、{momo}ちゃん{np},{momomo}land.{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015CE8,0x0E0166B4,19,1081,クロックさん……{np}{nl},Mr. Clock...!{np} ,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015CFC,0x0E0166B8,18,1082,ジュディ……ッ！{np},Judy...!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015D10,0x0E0166D4,18,1083,思い出の国に……{nl},We're really here....{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015D24,0x0E0166D8,20,1084,来ちゃったんだ……{np},The Land of Memories....{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015D38,0x0E0168A4,12,1085,{momo}ちゃん、{nl},{momomo}...{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015D44,0x0E0168A8,16,1086,どしたのかな？{np},Is she going to be okay?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015D54,0x0E0168B4,22,1087,じゅくに時間どおりに{nl},Hm. We didn't make it to the{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015D6C,0x0E0168B8,28,1088,行けなかったので、こまって{nl},"Passage in time, which puts{nl}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015D88,0x0E0168BC,14,1089,いるのである{np},us in a predicament.{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015D98,0x0E0168C0,10,1090,そんなの{nl},The PASSAGE isn't the{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015DA4,0x0E0168C4,24,1091,こまるわけないでしょ！{np},issue here!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015DBC,0x0E0168C8,28,1092,そんなことはないであるぞ、{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015DD8,0x0E0168CC,12,1093,ジュディ。{np},"On the contrary, Judy.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015DE4,0x0E0168D0,28,1094,時間におくれるのは大じけん{nl},Missing that time was a{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015E00,0x0E0168D4,14,1095,であるのだ！{np},veritable calamity!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015E10,0x0E0168E0,13,1096,ムカー！！{np}{nl},TCH!!!{np}{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015E20,0x0E0168E4,30,1097,大体、あんた時間、時間って、{nl},"It's always ""time,"" ""time,""
""time"" with you!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015E40,0x0E0168E8,18,1098,うるさすぎない？{np},"Do you ever shut up about
the time?!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015E54,0x0E0168EC,26,1099,あんただって、時間にちょ{nl},You're going to tell me that{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015E70,0x0E0168F0,26,1100,びっとくらいおくれること{nl},you've never ONCE been just{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015E8C,0x0E0168F4,22,1101,だってあんでしょ！？{np},"a teeny, tiny bit late?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015EA4,0x0E0168F8,10,1102,ないぞ。{np},Never.{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015EB0,0x0E0168FC,20,1103,ワシは２ヵ月に１回{nl},"I have routine
maintenance, every other
month, like clockwork!{np}",,,"I have bi-monthly scheduled
maintenance, which needless
to say, I have never once
missed.{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E015EC4,0x0E016900,28,1104,定期てんけんを欠かさずやっ{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015EE0,0x0E016904,10,1105,ておる。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015EEC,0x0E016908,26,1106,だから、１びょうたりとも{nl},"Accordingly, I have never
once been late, not by a
single second!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015F08,0x0E01690C,28,1107,おくれるということはないの{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015F24,0x0E016910,10,1108,である。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015F30,0x0E01692C,22,1109,……きちゃったもんは{nl},"...Well, we're really here.
There's no denying that.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015F48,0x0E016930,15,1110,仕方ないか。{np}{nl},{clr},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E015F58,0x0E016934,24,1111,やることやんなきゃネ。{np},"I guess we gotta do what we
gotta do...
That's all there is to it.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
